Tx_ma,RX_ma,SRC_ma,DST_ma,0,RSSI,TX_rate,Time_sniff
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,60,-46,1.0,2019-06-11 13:48:38.939890
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,60,-46,1.0,2019-06-11 13:48:38.940474
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,60,-46,1.0,2019-06-11 13:48:38.941048
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,60,-47,1.0,2019-06-11 13:48:38.941555
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,60,-46,1.0,2019-06-11 13:48:38.942240
94:b4:0f:e1:b7:c1,40:4e:36:1f:e8:34,94:b4:0f:e1:b7:c1,40:4e:36:1f:e8:34,196,-54,6.0,2019-06-11 13:48:38.973992
18:64:72:e0:8b:62,f0:98:9d:1c:43:28,18:64:72:e0:8b:62,f0:98:9d:1c:43:28,196,-52,6.0,2019-06-11 13:48:39.199808
18:64:72:e0:8b:62,f0:98:9d:1c:43:28,18:64:72:e0:8b:62,f0:98:9d:1c:43:28,196,-50,6.0,2019-06-11 13:48:39.210503
18:64:72:e0:8b:62,f0:98:9d:1c:43:28,18:64:72:e0:8b:62,f0:98:9d:1c:43:28,196,-50,6.0,2019-06-11 13:48:39.229869
0c:8c:24:8c:10:5c,00:21:2f:50:39:29,0c:8c:24:8c:10:5c,00:21:2f:50:39:29,63,-86,1.0,2019-06-11 13:48:39.300435
94:b4:0f:e1:b7:c1,01:00:5e:00:00:fb,dc:ef:ca:cc:9a:bc,01:00:5e:00:00:fb,167,-54,6.0,2019-06-11 13:48:39.868635
18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,217,-48,6.0,2019-06-11 13:48:40.258917
94:b4:0f:e1:b7:c1,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c1,d8:9c:67:b9:1b:47,196,-51,6.0,2019-06-11 13:48:40.258992
94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,197,-51,6.0,2019-06-11 13:48:40.259439
18:64:72:e0:8b:61,d8:9c:67:b9:1b:47,18:64:72:e0:8b:61,d8:9c:67:b9:1b:47,197,-48,6.0,2019-06-11 13:48:40.259804
18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,196,-48,6.0,2019-06-11 13:48:40.259977
e4:95:6e:40:83:ba,d8:9c:67:b9:1b:47,e4:95:6e:40:83:ba,d8:9c:67:b9:1b:47,235,-43,1.0,2019-06-11 13:48:40.262024
18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,18:64:72:e0:8b:60,d8:9c:67:b9:1b:47,217,-48,6.0,2019-06-11 13:48:40.277543
94:b4:0f:e1:b7:c1,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c1,d8:9c:67:b9:1b:47,196,-51,6.0,2019-06-11 13:48:40.277555
94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,197,-59,6.0,2019-06-11 13:48:40.278005
e4:95:6e:40:83:ba,d8:9c:67:b9:1b:47,e4:95:6e:40:83:ba,d8:9c:67:b9:1b:47,235,-45,1.0,2019-06-11 13:48:40.279916
18:64:72:e0:8b:61,d8:9c:67:b9:1b:47,18:64:72:e0:8b:61,d8:9c:67:b9:1b:47,197,-48,6.0,2019-06-11 13:48:40.280382
18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,18:64:72:e0:8b:62,d8:9c:67:b9:1b:47,196,-48,6.0,2019-06-11 13:48:40.280804
94:b4:0f:e1:b7:c0,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c0,d8:9c:67:b9:1b:47,217,-54,6.0,2019-06-11 13:48:40.486696
94:b4:0f:e1:b7:c1,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c1,d8:9c:67:b9:1b:47,196,-54,6.0,2019-06-11 13:48:40.486707
94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,94:b4:0f:e1:b7:c2,d8:9c:67:b9:1b:47,197,-54,6.0,2019-06-11 13:48:40.487117
94:b4:0f:e1:b7:c1,01:00:5e:00:00:fb,dc:ef:ca:cc:9a:bc,01:00:5e:00:00:fb,167,-54,6.0,2019-06-11 13:48:40.892678
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,167,-39,39.0,2019-06-11 13:48:41.000541
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,167,-53,39.0,2019-06-11 13:48:41.001554
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,63,-42,1.0,2019-06-11 13:48:41.002006
d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,54,-89,1.0,2019-06-11 13:48:41.058034
d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,54,-89,1.0,2019-06-11 13:48:41.058437
d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,54,-88,1.0,2019-06-11 13:48:41.059553
d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,d8:9c:67:b9:1b:47,18:64:72:f0:1d:62,64,-88,1.0,2019-06-11 13:48:41.062218
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,181,-28,65.0,2019-06-11 13:48:41.751811
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-28,24.0,2019-06-11 13:48:41.751823
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,181,-29,65.0,2019-06-11 13:48:41.752283
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,0,65.0,2019-06-11 13:48:41.752296
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,181,-29,39.0,2019-06-11 13:48:41.752523
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,0,39.0,2019-06-11 13:48:41.752530
e4:95:6e:40:83:ba,01:00:5e:00:00:fb,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,176,-60,1.0,2019-06-11 13:48:41.754488
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,196,-61,1.0,2019-06-11 13:48:41.756100
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-28,24.0,2019-06-11 13:48:41.811393
94:b4:0f:e1:b7:c1,01:00:5e:00:00:fb,dc:ef:ca:cc:9a:bc,01:00:5e:00:00:fb,181,-62,6.0,2019-06-11 13:48:41.814242
94:b4:0f:e1:b7:c1,01:00:5e:00:00:fb,dc:ef:ca:cc:9a:bc,01:00:5e:00:00:fb,167,-62,6.0,2019-06-11 13:48:41.814495
94:b4:0f:e1:b7:c0,6c:19:c0:bd:fd:5a,94:b4:0f:e1:b7:c0,6c:19:c0:bd:fd:5a,217,-59,6.0,2019-06-11 13:48:41.958173
18:64:72:e0:8b:60,6c:19:c0:bd:fd:5a,18:64:72:e0:8b:60,6c:19:c0:bd:fd:5a,217,-53,6.0,2019-06-11 13:48:41.958186
18:64:72:e0:8b:60,6c:19:c0:bd:fd:5a,18:64:72:e0:8b:60,6c:19:c0:bd:fd:5a,217,-53,6.0,2019-06-11 13:48:41.968288
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:02,115,-35,65.0,2019-06-11 13:48:42.031679
e4:95:6e:40:83:ba,01:00:5e:00:00:02,b0:70:2d:ea:8d:1d,01:00:5e:00:00:02,110,-49,1.0,2019-06-11 13:48:42.032942
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-34,24.0,2019-06-11 13:48:42.074714
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,115,-34,65.0,2019-06-11 13:48:42.085580
e4:95:6e:40:83:ba,01:00:5e:00:00:fb,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,110,-48,1.0,2019-06-11 13:48:42.086810
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,188,-33,65.0,2019-06-11 13:48:42.187834
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,188,-33,65.0,2019-06-11 13:48:42.188874
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,188,-57,39.0,2019-06-11 13:48:42.189805
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,63,-49,1.0,2019-06-11 13:48:42.190327
94:b4:0f:e1:b7:c1,40:4e:36:22:4a:4f,94:b4:0f:e1:b7:c1,40:4e:36:22:4a:4f,196,-62,6.0,2019-06-11 13:48:42.207781
94:b4:0f:e1:b7:c1,40:4e:36:22:4a:4f,94:b4:0f:e1:b7:c1,40:4e:36:22:4a:4f,196,-62,6.0,2019-06-11 13:48:42.226747
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,188,-27,65.0,2019-06-11 13:48:42.304069
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,135,0,65.0,2019-06-11 13:48:42.304082
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,63,-26,1.0,2019-06-11 13:48:42.311808
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,147,-58,39.0,2019-06-11 13:48:42.312140
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,155,-26,65.0,2019-06-11 13:48:42.316191
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,155,0,65.0,2019-06-11 13:48:42.316205
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:ff:1e:07:62,155,0,65.0,2019-06-11 13:48:42.316207
e4:95:6e:40:83:ba,33:33:00:00:00:01,e4:95:6e:40:83:ba,33:33:00:00:00:01,150,-49,1.0,2019-06-11 13:48:42.317801
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,150,-49,1.0,2019-06-11 13:48:42.319126
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,150,-51,1.0,2019-06-11 13:48:42.320384
e4:95:6e:40:83:ba,33:33:ff:1e:07:62,b0:70:2d:ea:8d:1d,33:33:ff:1e:07:62,150,-50,1.0,2019-06-11 13:48:42.321681
18:64:72:e0:8b:60,44:2a:60:de:a5:ca,18:64:72:e0:8b:60,44:2a:60:de:a5:ca,217,-53,6.0,2019-06-11 13:48:42.504419
94:b4:0f:e1:b7:c0,44:2a:60:de:a5:ca,94:b4:0f:e1:b7:c0,44:2a:60:de:a5:ca,217,-62,6.0,2019-06-11 13:48:42.504779
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-32,24.0,2019-06-11 13:48:42.523036
18:64:72:e0:8b:60,44:2a:60:de:a5:ca,18:64:72:e0:8b:60,44:2a:60:de:a5:ca,217,-53,6.0,2019-06-11 13:48:42.556828
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,181,-22,65.0,2019-06-11 13:48:42.757985
e4:95:6e:40:83:ba,01:00:5e:00:00:fb,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,176,-52,1.0,2019-06-11 13:48:42.759710
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-25,24.0,2019-06-11 13:48:42.924462
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-22,65.0,2019-06-11 13:48:43.020156
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-25,65.0,2019-06-11 13:48:43.029411
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-23,39.0,2019-06-11 13:48:43.119867
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-23,26.0,2019-06-11 13:48:43.129391
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,196,-53,1.0,2019-06-11 13:48:43.131433
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-36,24.0,2019-06-11 13:48:43.231520
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,155,-25,65.0,2019-06-11 13:48:43.282745
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-26,24.0,2019-06-11 13:48:43.282757
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:ff:49:06:67,155,-22,65.0,2019-06-11 13:48:43.282978
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,150,-49,1.0,2019-06-11 13:48:43.284530
e4:95:6e:40:83:ba,33:33:ff:49:06:67,b0:70:2d:ea:8d:1d,33:33:ff:49:06:67,150,-49,1.0,2019-06-11 13:48:43.285801
94:b4:0f:e1:b7:c0,d4:c9:4b:99:1d:cb,94:b4:0f:e1:b7:c0,d4:c9:4b:99:1d:cb,217,-61,6.0,2019-06-11 13:48:43.303969
18:64:72:e0:8b:60,d4:c9:4b:99:1d:cb,18:64:72:e0:8b:60,d4:c9:4b:99:1d:cb,217,-53,6.0,2019-06-11 13:48:43.304429
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-25,24.0,2019-06-11 13:48:43.426737
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-61,6.0,2019-06-11 13:48:43.559843
94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,58:97:bd:79:f1:40,e0:33:8e:66:49:55,166,-63,130.0,2019-06-11 13:48:43.559898
94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,58:97:bd:79:f1:40,e0:33:8e:66:49:55,166,-64,130.0,2019-06-11 13:48:43.560907
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-60,12.0,2019-06-11 13:48:43.563828
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-59,12.0,2019-06-11 13:48:43.564891
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-55,12.0,2019-06-11 13:48:43.565482
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-59,6.0,2019-06-11 13:48:43.576327
94:b4:0f:e1:b7:c0,44:2a:60:de:a5:ca,94:b4:0f:e1:b7:c0,44:2a:60:de:a5:ca,217,-63,6.0,2019-06-11 13:48:43.902491
18:64:72:e0:8b:60,9c:b6:d0:bd:66:c3,18:64:72:e0:8b:60,9c:b6:d0:bd:66:c3,217,-53,6.0,2019-06-11 13:48:43.918003
18:64:72:e0:8b:61,9c:b6:d0:bd:66:c3,18:64:72:e0:8b:61,9c:b6:d0:bd:66:c3,197,-54,6.0,2019-06-11 13:48:43.918071
18:64:72:e0:8b:62,9c:b6:d0:bd:66:c3,18:64:72:e0:8b:62,9c:b6:d0:bd:66:c3,196,-53,6.0,2019-06-11 13:48:43.918542
94:b4:0f:e1:b7:c1,9c:b6:d0:bd:66:c3,94:b4:0f:e1:b7:c1,9c:b6:d0:bd:66:c3,196,-63,6.0,2019-06-11 13:48:43.918917
94:b4:0f:e1:b7:c0,9c:b6:d0:bd:66:c3,94:b4:0f:e1:b7:c0,9c:b6:d0:bd:66:c3,217,-61,6.0,2019-06-11 13:48:43.938050
94:b4:0f:e1:b7:c1,9c:b6:d0:bd:66:c3,94:b4:0f:e1:b7:c1,9c:b6:d0:bd:66:c3,196,-63,6.0,2019-06-11 13:48:43.938062
94:b4:0f:e1:b7:c2,9c:b6:d0:bd:66:c3,94:b4:0f:e1:b7:c2,9c:b6:d0:bd:66:c3,197,-63,6.0,2019-06-11 13:48:43.938517
94:b4:0f:e1:b7:c0,44:2a:60:de:a5:ca,94:b4:0f:e1:b7:c0,44:2a:60:de:a5:ca,217,-63,6.0,2019-06-11 13:48:43.952314
94:b4:0f:e1:b7:c0,86:5f:1f:a5:24:e6,94:b4:0f:e1:b7:c0,86:5f:1f:a5:24:e6,217,-63,6.0,2019-06-11 13:48:44.073316
94:b4:0f:e1:b7:c1,86:5f:1f:a5:24:e6,94:b4:0f:e1:b7:c1,86:5f:1f:a5:24:e6,196,-60,6.0,2019-06-11 13:48:44.073607
94:b4:0f:e1:b7:c2,86:5f:1f:a5:24:e6,94:b4:0f:e1:b7:c2,86:5f:1f:a5:24:e6,197,-60,6.0,2019-06-11 13:48:44.073988
94:b4:0f:e1:b7:c0,86:5f:1f:a5:24:e6,94:b4:0f:e1:b7:c0,86:5f:1f:a5:24:e6,217,-59,6.0,2019-06-11 13:48:44.093806
94:b4:0f:e1:b7:c1,86:5f:1f:a5:24:e6,94:b4:0f:e1:b7:c1,86:5f:1f:a5:24:e6,196,-63,6.0,2019-06-11 13:48:44.093820
94:b4:0f:e1:b7:c2,86:5f:1f:a5:24:e6,94:b4:0f:e1:b7:c2,86:5f:1f:a5:24:e6,197,-63,6.0,2019-06-11 13:48:44.094243
94:b4:0f:e1:b7:c0,d4:c9:4b:40:8e:36,94:b4:0f:e1:b7:c0,d4:c9:4b:40:8e:36,217,-59,6.0,2019-06-11 13:48:44.209213
e4:95:6e:40:83:ba,33:33:00:00:00:01,e4:95:6e:40:83:ba,33:33:00:00:00:01,150,-49,1.0,2019-06-11 13:48:44.339404
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,199,-23,65.0,2019-06-11 13:48:44.567357
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-33,24.0,2019-06-11 13:48:44.567369
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,219,-23,65.0,2019-06-11 13:48:44.567630
e4:95:6e:40:83:ba,01:00:5e:00:00:fb,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,194,-50,1.0,2019-06-11 13:48:44.569313
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,214,-50,1.0,2019-06-11 13:48:44.571252
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-34,24.0,2019-06-11 13:48:44.636054
18:64:72:e0:8b:62,54:9f:13:dc:4f:08,18:64:72:e0:8b:62,54:9f:13:dc:4f:08,196,-54,6.0,2019-06-11 13:48:44.796637
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-34,24.0,2019-06-11 13:48:45.381962
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:ff:fa:44:6d,155,-17,65.0,2019-06-11 13:48:45.382421
e4:95:6e:40:83:ba,33:33:ff:fa:44:6d,b0:70:2d:ea:8d:1d,33:33:ff:fa:44:6d,150,-53,1.0,2019-06-11 13:48:45.383973
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-34,24.0,2019-06-11 13:48:45.480254
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-60,6.0,2019-06-11 13:48:45.505728
94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,58:97:bd:79:f1:40,e0:33:8e:66:49:55,166,-65,130.0,2019-06-11 13:48:45.505742
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-61,6.0,2019-06-11 13:48:45.522320
18:64:72:e0:8b:62,01:00:5e:00:00:fb,58:cb:52:21:68:af,01:00:5e:00:00:fb,151,-51,6.0,2019-06-11 13:48:45.541986
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-36,24.0,2019-06-11 13:48:45.575549
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,199,-24,65.0,2019-06-11 13:48:45.575686
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,219,0,65.0,2019-06-11 13:48:45.575691
e4:95:6e:40:83:ba,01:00:5e:00:00:fb,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,194,-52,1.0,2019-06-11 13:48:45.577851
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,214,-52,1.0,2019-06-11 13:48:45.579363
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-30,24.0,2019-06-11 13:48:45.638609
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-27,24.0,2019-06-11 13:48:45.791572
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,181,-28,65.0,2019-06-11 13:48:45.792640
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,0,65.0,2019-06-11 13:48:45.792649
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-28,65.0,2019-06-11 13:48:45.792711
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-28,65.0,2019-06-11 13:48:45.793111
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,201,-28,39.0,2019-06-11 13:48:45.793387
e4:95:6e:40:83:ba,01:00:5e:00:00:fb,b0:70:2d:ea:8d:1d,01:00:5e:00:00:fb,176,-50,1.0,2019-06-11 13:48:45.794895
e4:95:6e:40:83:ba,33:33:00:00:00:fb,b0:70:2d:ea:8d:1d,33:33:00:00:00:fb,196,-50,1.0,2019-06-11 13:48:45.796589
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-54,6.0,2019-06-11 13:48:45.807218
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,00:00:0c:07:ac:01,111,-63,130.0,2019-06-11 13:48:45.808138
e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,e0:33:8e:66:49:55,94:b4:0f:e1:b7:c0,54,-54,6.0,2019-06-11 13:48:45.822945
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-27,24.0,2019-06-11 13:48:45.859966
94:b4:0f:e1:b7:c1,40:4e:36:22:4a:4f,94:b4:0f:e1:b7:c1,40:4e:36:22:4a:4f,196,-63,6.0,2019-06-11 13:48:46.126839
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,60,-51,1.0,2019-06-11 13:48:46.130031
94:b4:0f:e1:b7:c0,00:22:58:93:d2:aa,94:b4:0f:e1:b7:c0,00:22:58:93:d2:aa,217,-63,6.0,2019-06-11 13:48:46.231217
94:b4:0f:e1:b7:c1,00:22:58:93:d2:aa,94:b4:0f:e1:b7:c1,00:22:58:93:d2:aa,196,-63,6.0,2019-06-11 13:48:46.231229
94:b4:0f:e1:b7:c2,00:22:58:93:d2:aa,94:b4:0f:e1:b7:c2,00:22:58:93:d2:aa,197,-60,6.0,2019-06-11 13:48:46.231646
94:b4:0f:e1:b7:c0,00:22:58:93:d2:aa,94:b4:0f:e1:b7:c0,00:22:58:93:d2:aa,217,-63,6.0,2019-06-11 13:48:46.251462
94:b4:0f:e1:b7:c1,00:22:58:93:d2:aa,94:b4:0f:e1:b7:c1,00:22:58:93:d2:aa,196,-63,6.0,2019-06-11 13:48:46.251550
94:b4:0f:e1:b7:c2,00:22:58:93:d2:aa,94:b4:0f:e1:b7:c2,00:22:58:93:d2:aa,197,-62,6.0,2019-06-11 13:48:46.252005
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,33:33:ff:1e:07:62,155,-24,65.0,2019-06-11 13:48:46.284022
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,54,-36,24.0,2019-06-11 13:48:46.284216
e4:95:6e:40:83:ba,33:33:ff:1e:07:62,b0:70:2d:ea:8d:1d,33:33:ff:1e:07:62,150,-51,1.0,2019-06-11 13:48:46.285492
