Tx_ma,RX_ma,SRC_ma,DST_ma,0,RSSI,TX_rate,Time_sniff
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.505473
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.505772
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.506384
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.506441
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.508035
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.508113
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.508784
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.508795
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.509326
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-29,39.0,2019-06-11 13:50:49.509441
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.509955
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.510559
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.510572
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.511157
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.512631
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.513724
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.513840
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.514569
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.514582
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.514977
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-45,65.0,2019-06-11 13:50:49.515385
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.515842
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.516248
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.516510
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.516989
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.517640
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.518891
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.519097
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.519177
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.519443
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.520008
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.520339
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.520353
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.520553
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.520641
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.521251
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.521319
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.521646
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.522139
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.522151
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.522241
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-51,39.0,2019-06-11 13:50:49.522913
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.522974
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.523286
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-27,65.0,2019-06-11 13:50:49.523966
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.524394
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.524643
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.524894
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.525147
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-51,39.0,2019-06-11 13:50:49.525546
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.525741
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.526183
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.526196
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-51,39.0,2019-06-11 13:50:49.526302
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.526739
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.527249
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-51,39.0,2019-06-11 13:50:49.527262
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-45,65.0,2019-06-11 13:50:49.528840
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.530304
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.580604
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.580937
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.582623
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.582710
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.582920
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.583492
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.583504
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.588901
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.588913
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.589392
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.589957
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.590427
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.590513
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.590926
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.592095
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.593849
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.594072
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.594391
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.594404
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.594944
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.594956
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.595467
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.597703
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.598195
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.598332
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.598849
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.599686
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.600240
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.649586
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.649975
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.651176
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.651562
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.652093
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.652103
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.652284
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.652450
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1226,-43,65.0,2019-06-11 13:50:49.653121
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.653132
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.653305
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.653560
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.654055
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.654533
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.655027
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.655124
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1226,0,39.0,2019-06-11 13:50:49.655506
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.655599
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.655950
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.657210
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-51,39.0,2019-06-11 13:50:49.657222
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.658562
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.659740
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.710716
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.711168
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.711179
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.712302
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.713092
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.713363
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.713421
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.713658
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.713728
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.714408
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.714601
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.715118
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.715625
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.715727
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.716459
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.716472
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-48,26.0,2019-06-11 13:50:49.717224
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.717570
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.717746
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.718216
e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,123,-54,39.0,2019-06-11 13:50:49.718765
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.720499
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-54,39.0,2019-06-11 13:50:49.721537
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,335,-43,65.0,2019-06-11 13:50:49.771520
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,283,-43,65.0,2019-06-11 13:50:49.772249
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.772384
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.772969
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,335,-54,39.0,2019-06-11 13:50:49.773244
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.773628
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.773768
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.773916
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,283,-54,39.0,2019-06-11 13:50:49.774194
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.774587
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.774725
b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,123,-28,65.0,2019-06-11 13:50:49.774969
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.775356
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,0,65.0,2019-06-11 13:50:49.775491
e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,e0:09:bf:1b:c7:d4,e4:95:6e:40:83:ba,1397,-43,65.0,2019-06-11 13:50:49.776070
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-50,39.0,2019-06-11 13:50:49.778496
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-51,39.0,2019-06-11 13:50:49.778986
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,-51,39.0,2019-06-11 13:50:49.779519
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.779767
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.780017
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.780272
e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,e4:95:6e:40:83:ba,b0:70:2d:ea:8d:1d,1397,0,39.0,2019-06-11 13:50:49.780529
